Date,Boxen,entry time Boxen,start Boxen,Drink Plenty Water,entry time Drink Plenty Water,start Drink Plenty Water,Eating Healthy,entry time Eating Healthy,start Eating Healthy,Sleeping Early,entry time Sleeping Early,start Sleeping Early,Meditation,entry time Meditation,start Meditation
2022-07-01 00:00:00,True,10:46:44,True,True,10:46:44,True,True,09:43:44,True,True,12:27:12,True,True,20:12:12,True
2022-07-02 00:00:00,False, ,False,True,10:46:44,False,False, ,False,False,12:27:12,False,False, ,False
2022-07-03 00:00:00,False, ,False,True,10:46:44,False,False, ,False,False,12:27:12,False,False,20:12:12,False
2022-07-04 00:00:00,True,11:43:44,False,False, ,False,False, ,False,False,12:27:12,False,False, ,False
2022-07-05 00:00:00,False, ,False,True,11:43:44,False,False, ,False,False,12:27:12,False,True,20:12:12,False
2022-07-06 00:00:00,False, ,False,True,11:43:44,False,False, ,False,False,12:27:12,False,False, ,False
2022-07-07 00:00:00,True,09:43:44,False,False,13:12:44,False,False, ,False,False, ,False,False,20:12:12,False
2022-07-08 00:00:00,False, ,False,True,13:12:44,False,True,23:43:44,False,True,12:27:12,False,False, ,False
2022-07-09 00:00:00,False, ,False,False,13:12:44,False,False, ,False,False, ,False,True,20:12:12,False
2022-07-10 00:00:00,True,12:43:44,False,False,19:12:31,False,False, ,False,False, ,False,False, ,False
2022-07-11 00:00:00,False, ,False,True,11:12:31,False,False, ,False,False,18:27:12,False,True,01:12:31,False
2022-07-12 00:00:00,False, ,False,False, ,False,False, ,False,False,18:27:12,False,False, ,False
2022-07-13 00:00:00,False, ,,False, ,False,False, ,False,False, ,False,True,20:12:12,False
2022-07-14 00:00:00,False, ,False,True,11:12:31,False,False, ,False,False,18:27:12,False,False, ,False
2022-07-15 00:00:00,False, ,False,False,11:12:31,False,True,23:43:44,False,False, ,False,True,20:12:12,False
2022-07-16 00:00:00,True,12:43:44,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-07-17 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,True,20:12:12,False
2022-07-18 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-07-19 00:00:00,True,09:12:44,False,False, ,False,False, ,False,False, ,False,True,20:12:12,False
2022-07-20 00:00:00,False, ,False,True,11:12:31,False,False, ,False,False,18:27:12,False,False, ,False
2022-07-21 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,True,20:12:12,False
2022-07-22 00:00:00,True,09:11:42,False,False,12:43:44,False,False,23:58:44,False,False, ,False,False, ,False
2022-07-23 00:00:00,False, ,False,False, ,False,False, ,False,False,22:22:22,False,False,20:12:12,False
2022-07-24 00:00:00,False, ,False,False,11:12:31,False,False, ,False,False, ,False,False, ,False
2022-07-25 00:00:00,True,12:43:44,False,False, ,False,False, ,False,False, ,False,False,20:12:12,False
2022-07-26 00:00:00,False, ,False,True,11:12:31,False,False, ,False,False,18:27:12,False,False, ,False
2022-07-27 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,True,20:12:12,False
2022-07-28 00:00:00,True,12:43:44,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-07-29 00:00:00,False, ,False,False, ,False,True, ,False,False, ,False,True,20:12:12,False
2022-07-30 00:00:00,False, ,False,True,12:43:44,False,False, ,False,False, ,False,False, ,False
2022-07-31 00:00:00,True,12:43:44,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-01 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-02 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-03 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-04 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-05 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-06 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-07 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-08 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-09 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-10 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-11 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-12 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-13 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-14 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-15 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-16 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-17 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-18 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-19 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-20 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-21 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-22 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-23 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-24 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-25 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-26 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-27 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-28 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-29 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-30 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-08-31 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-01 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-02 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-03 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-04 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-05 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-06 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-07 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-08 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-09 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-10 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-11 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-12 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-13 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-14 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-15 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-16 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-17 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-18 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-19 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-20 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-21 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-22 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-23 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-24 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-25 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-26 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-27 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-28 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-29 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-09-30 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-01 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-02 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-03 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-04 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-05 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-06 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-07 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-08 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-09 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-10 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-11 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-12 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-13 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-14 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-15 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-16 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-17 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-18 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-19 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-20 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-21 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-22 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-23 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-24 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-25 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-26 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-27 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-28 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-29 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-30 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-10-31 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-01 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-02 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-03 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-04 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-05 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-06 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-07 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-08 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-09 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-10 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-11 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-12 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-13 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-14 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-15 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-16 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-17 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-18 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-19 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-20 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-21 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-22 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-23 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-24 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-25 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-26 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-27 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-28 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-29 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-11-30 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-01 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-02 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-03 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-04 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-05 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-06 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-07 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-08 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-09 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-10 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-11 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-12 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-13 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-14 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-15 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-16 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-17 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-18 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-19 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-20 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-21 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-22 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-23 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-24 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-25 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-26 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-27 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-28 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-29 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-30 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
2022-12-31 00:00:00,False, ,False,False, ,False,False, ,False,False, ,False,False, ,False
Blank,3,2022-07-26 10:43:41.946141,Blank,1,2022-07-26 10:45:58.808570,Blank,7,2022-07-26 10:52:24.881995,Blank,1,2022-07-26 10:52:58.439991,Blank,2,2022-07-26 10:53:51.010213,Blank
